,knee,hip,shoulder,elbow,nose_from_floor,Y
47,177.49754669420895,135.514033939941,113.12307521560697,89.86435718712494,0.9970709219246607,1.0
48,159.52760900792242,130.70007244731994,112.77178685038861,97.28942126491685,0.9997686497248656,1.0
49,164.2156670090115,135.89018956555887,108.6173294729257,91.50580443531958,0.9998736744967389,1.0
50,176.20932694786063,136.52740105607762,115.0805573150455,94.50112577535634,0.9996309384551482,1.0
51,175.036442040491,136.79112697169631,115.651567161239,96.03028664631074,0.9996949120704404,1.0
52,166.33184131994793,148.15120708175874,108.78397022755865,95.33925694913457,0.9995103971126675,1.0
53,165.70286343027948,149.7158733745922,102.4512308327929,92.55027174204704,0.9988142468145641,1.0
54,148.50477492346124,151.06210485773428,100.8098704148108,99.43599482109053,0.9990723381411013,1.0
55,145.4627159200938,150.0470562178309,98.28820572802184,97.7657840718258,0.999041367122717,1.0
56,175.527067571331,150.45504382139842,107.13529150682598,97.94576161345866,0.9979640985254549,1.0
57,174.2849878240696,148.9633731153693,107.28078568635227,97.8782045937827,0.9972295031903162,1.0
58,149.89496564728665,126.47446694470614,115.80896569275765,93.69055870284348,0.9997799364717089,1.0
59,148.14922362940388,129.06445677479968,109.12750513828371,93.68801353849258,0.9999993684360249,1.0
60,13.300143300292692,11.063036291819376,23.506264012477917,160.19363615175592,0.1984181841688929,2.0
61,16.392546399594316,4.862280988820801,26.776044609952265,152.02905327884645,0.3578908613433464,2.0
62,146.15866075324843,166.74586319687737,23.36477735237904,53.63490418310984,0.19513641456162104,2.0
63,147.6371079579501,165.38644046513446,16.944429542229646,55.55190095586117,0.20864977554730366,2.0
64,91.50039220709334,128.5293324036495,8.020847833407673,165.72679644731213,0.2464220267839194,2.0
65,87.77882334630371,126.36231955157851,16.63816051245186,159.45557500187454,0.24428737289447833,2.0
66,65.81865435939481,30.88153363696003,23.77522565811833,140.98389603527593,0.12625647527087536,2.0
67,78.97848444336641,42.97326314940315,27.31612809931934,144.64730121641867,0.1404319413418376,2.0
68,177.05486359547893,171.51276245540066,31.132994656402822,121.062261398673,0.0051947523052383975,2.0
69,179.27877396129776,172.26703811236405,31.270562138614878,120.46370751823974,0.00951241797308769,2.0
70,82.77259871640143,68.16158795459266,55.17112841028646,132.7498854036229,0.29639279316933526,2.0
71,70.68897813140572,52.26524264939705,53.410797952499834,130.3848686500594,0.29800873373807446,2.0
72,88.49251137831321,138.57349844242523,3.4355350383314756,167.03721614939954,0.30205595721939343,2.0
73,95.71222193649669,150.60522281565406,5.588052356666217,169.00237099489604,0.32162428594903025,2.0
74,39.942581205086015,29.023651702613865,37.053428733564736,84.64151880064978,0.3934534564234085,2.0
75,35.12976338930927,32.77799651634017,37.67818274508086,89.40212155570265,0.4115061296475107,2.0
76,177.79454208297352,176.54223033319926,22.332943341732914,96.7214501152788,0.027399576975986637,2.0
77,176.9506984764448,175.52060283235642,23.332715839360255,82.49517648327686,0.010071395038556662,2.0
78,132.10379956300855,130.4671346890985,52.942211939066354,161.36570844189765,0.5152247672400376,2.0
79,102.88853461134238,108.94658551305591,49.23031286503257,156.12892260762868,0.5634659980205857,2.0
80,96.27492600304967,114.90822006720725,69.64733939347907,148.81168274841605,0.2276172632549908,2.0
81,92.89332422847826,112.00543607759008,73.36016329472477,156.94911729330585,0.19347936164352494,2.0
82,169.57826096186733,152.4518811696943,17.896490595563247,58.51044183780494,0.01999278943434662,2.0
83,168.4699757856281,153.8967127285908,17.98416639373262,55.120525391564314,0.02419812354574661,2.0
84,171.0802934445841,159.0273342102915,20.19840209321063,177.9793893402304,0.14325874919016174,2.0
85,171.22770682441498,157.6442943652142,22.88700964336269,170.5014874057887,0.14341915949099446,2.0
86,143.9278213446106,163.8564757445414,45.105201058552,102.54066905570916,0.20916705346513517,2.0
87,83.00525996243067,87.19632292303156,30.54721044303644,98.1754894971784,0.18756626841317264,2.0
88,77.80324722412122,80.80817541978546,30.377045598002283,101.59378243126494,0.18203133097487914,2.0
89,103.78810210129689,72.20895688340775,50.93869520298499,157.2191928329035,0.40846457895259614,2.0
90,28.097736698632115,66.9732108844977,53.93379886276705,150.24464250250725,0.31802946894792133,2.0
